,Stegen_ICR_5_pp1_Nov20_1_01_24960,Stegen_ICR_6_pp2_Nov20_1_01_24949,Stegen_ICR_7_pp1_Nov20_1_01_24969,Stegen_ICR_7_pp2_Nov20_1_01_24970,Stegen_ICR_7_pp3_Nov20_1_01_24952,Stegen_ICR_8_pp1_Nov20_1_01_24966,Stegen_ICR_8_pp2_Nov20_1_01_24959,Stegen_ICR_9_pp1_Nov20_1_01_24951,Stegen_ICR_9_pp2_Nov20_1_01_24946,Stegen_ICR_9_pp3_Nov20_1_01_24955,Stegen_ICR_10_pp2_Nov20_1_01_24965,Stegen_River_at_ICR2p1_Nov20_1_01_24962,Stegen_River_at_ICR2p2_Nov20_1_01_24968,Stegen_River_at_ICR3_Nov20_1_01_24971,Stegen_River_at_ICR6_Nov20_1_01_24958,Stegen_River_at_ICR7_Nov20_1_01_24945,Stegen_River_at_ICR8_Nov20_1_01_24957,Stegen_River_at_ICR9_Nov20_1_01_24956,Stegen_ICR_1_pp1_Nov20_1_01_24967,Stegen_ICR_2_pp1_Nov20_1_01_24953,Stegen_ICR_3_pp1_Nov20_1_01_24944,Stegen_ICR_4_pp1_Nov20_1_01_24961
200.1701321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070631.1,0,0,0,0,0
200.1716921,0,0,0,0,0,0,0,0,1100637.9,0,0,0,0,0,0,0,0,0,0,0,0,0
200.1796231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191066,0,0,0
200.3250274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101174.8,0,0,0,0,0
200.3939895,0,0,0,0,0,0,0,0,0,1026976.3,0,0,0,0,0,0,0,0,0,0,0,0
200.6786265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063083.1,0
200.7942148,0,0,0,0,0,0,0,0,0,0,1027748.2,0,0,0,0,0,0,0,0,0,0,0
200.9029808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045595.8,0,0
200.9511781,2634606.3,0,1145930.9,0,2093972.6,1940629.9,1830594,2905598.3,2002011,2442446,1506030.6,0,1032861.4,0,1320230.6,1115063,0,1101297,1252710.4,0,1211270.9,0
200.9513107,0,0,0,0,0,0,0,0,0,0,0,1332817.6,0,0,0,0,0,0,0,0,0,0
200.9892457,1155439.8,1824047.9,0,1055541.6,1634199.5,1730712.8,1684932.9,2720512.8,1500509.9,2261457.3,2101105,0,0,0,1181607.1,1152953.5,1256119.8,1439602.6,0,0,0,0
201.0168434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019687.4,0,0,0,0,0,0,0
201.0765682,0,1038262.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.1723727,0,0,0,0,0,1067878.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.1731331,0,0,0,0,0,0,0,0,1027947.8,0,0,0,0,0,0,0,0,0,0,0,0,0
201.3552749,0,1066156.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.4025594,0,0,0,0,1278390.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.4027383,0,1075023.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.4789412,1083011.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.5747466,0,0,0,0,0,0,0,0,0,1023486.9,0,0,0,0,0,0,0,0,0,0,0,0
201.6057099,0,0,0,0,0,1036740.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.6330255,0,0,0,0,1034502.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.6456135,0,0,0,0,1102087.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.7381812,0,0,0,0,0,0,0,0,0,0,0,0,0,1026181.2,0,0,0,0,0,0,0,0
201.7940193,0,0,1028476.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.9055436,1028883.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.9354351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082042.1
201.9451764,0,0,1062276.6,0,1178076.5,0,0,0,0,0,0,1664917.3,0,0,0,0,0,1212950.1,0,0,0,1270267
201.9916896,0,0,0,0,0,0,0,0,0,0,0,0,0,1082514,0,0,0,0,0,0,0,0
202.1043117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028285.7,0,0,0,0,0,0
202.1960453,0,0,0,0,1053421.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.3456179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035614.7
202.3882536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210829.9,0,0,0,0,0,0
202.4202493,0,0,0,1019460.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.4840932,0,0,1113377.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.5452428,0,0,0,0,0,0,1024755.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.5932487,0,0,0,0,0,0,0,1032226.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.7253825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025711.4,0
202.7873123,0,0,1210032.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.8922257,0,0,0,0,0,0,0,0,0,0,1073633.9,0,0,0,0,0,0,0,0,0,0,0
202.9159299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096628.3,0,0,0,0
202.9408532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224976.8,0,0
202.9415372,2353332.3,3361725,2725688.3,0,4632350,2021659.4,2479437.5,2362230,1685734.6,2260321.3,1789924.5,4665043,2386856.5,2405566.5,4688564.5,3412652,3945958.5,4669237,0,3180816.8,1397186.6,5313362
202.9416782,0,0,0,1946398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2671129.8,0,0,0
202.9755477,0,0,1082170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.9876115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040198.6,0
203.0699821,0,0,0,0,0,1036451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.3844305,0,0,0,0,0,0,0,1107149.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.6292137,0,0,0,0,1026503.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.7650846,0,0,0,0,0,0,0,0,0,0,0,0,1047771.9,0,0,0,0,0,0,0,0,0
203.766957,0,1069169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.8088345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167404.9,0,0,0,0,0
203.8155142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052376.1,0,0,0,0,0,0
204.2702102,0,0,0,0,0,0,0,0,0,0,0,0,1053433.8,0,0,0,0,0,0,0,0,0
204.4427887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072088.6,0,0,0,0
204.6592637,0,0,0,0,0,0,0,0,0,1050701.5,0,0,0,0,0,0,0,0,0,0,0,0
204.7313118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103840.1
204.7632264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026037.8,0,0,0,0,0
205.1305941,0,0,0,1023928.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.1598323,0,0,0,0,2190235,0,0,1246179.4,1163242,0,0,1779273.9,0,0,1202858,2146068.5,1528850.8,1614181.4,0,0,0,0
205.3016919,0,1070856.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.3681268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035624.7,0,0,0,0
205.41691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030538.3,0
205.492243,0,0,0,1319045.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.6973309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067622
205.9596232,2955760.3,1994601.9,1694900.3,0,3919297.5,0,1766905.8,2604293.5,1976724.1,2077717.4,1193579.5,3332975,2775125.5,2102315.3,2540192.8,2994484.5,2418122.8,2582897,2029311,2073654.4,2157745.5,3019320.3
205.9597911,0,0,0,1737108.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.1475568,0,0,0,0,0,0,1042563.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.3173514,0,0,0,0,0,0,0,0,1118118.1,0,0,0,0,0,0,0,0,0,0,0,0,0
206.3211695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102264.4,0,0
206.4201416,0,0,0,0,1026774.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.4614952,0,0,1025860.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.5076671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170915.9,0,0,0
206.7039372,0,0,0,1037419.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.8020165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068011.8,0
206.8048589,0,0,0,0,0,0,0,0,0,0,0,1177363.5,0,0,0,0,0,0,0,0,0,0
206.8595594,0,0,0,0,0,0,0,1066601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.9018742,0,0,0,0,0,0,0,1288490.6,1054402.6,1434948.6,0,0,0,0,1172499,1657942.9,1319305.4,1519483,0,0,1433074.4,0
206.9433313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049682.4,0,0,0,0,0,0,0
206.9555317,1464825.9,0,1302995.9,0,0,0,0,1607212.6,0,0,0,1242777.8,1187718.4,0,0,0,1469708.8,1142651.5,0,0,0,2249850.3
206.9559833,5521402,4525720.5,4227028,0,6986733.5,3319775,4483882,5215788.5,4740805,4384327,2738574.5,8112538,5962886.5,4457541.5,6585490,6913369,5916429,6957947.5,0,4360506.5,4617206,8504442
206.9561457,0,0,0,4648371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4524865,0,0,0
206.963481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057466.5,0,0
206.9636612,1349754,0,2585044.3,0,1917165.6,1941727.3,2169898.5,1879085,0,2262087.5,2349710.8,2373786,1738118.8,1726789.9,2728594,1226841.1,2771213.3,2545787.5,1568065.5,0,0,1906554.9
206.9637912,0,1955481,0,1740211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.0908282,0,0,0,0,0,0,0,0,1061323.6,0,0,0,0,0,0,0,0,0,0,0,0,0
207.1407602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068098.3,0
207.2536764,0,0,0,0,0,0,0,0,0,0,0,0,0,1110540.9,0,0,0,0,0,0,0,0
207.254895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052157.9,0,0,0,0
207.2958911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113956.4,0,0,0,0,0,0
207.5776996,0,0,0,0,0,0,0,0,0,0,0,0,0,1149332.3,0,0,0,0,0,0,0,0
207.7650885,0,0,0,0,0,0,0,0,1078058.6,0,0,0,0,0,0,0,0,0,0,0,0,0
207.852406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040888.9,0,0,0
207.8558179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023862.5,0,0,0,0,0,0
207.8892908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044486.9,0,0,0,0,0
207.8920849,0,1124160.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.9165572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055682.3,0,0,0,0
207.9309828,0,0,0,0,0,0,0,0,1113842.1,0,0,0,0,0,0,0,0,0,0,0,0,0
207.9946553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041869.3,0,0,0,0,0
208.449439,0,0,0,0,0,0,0,0,0,0,0,0,1186505.6,0,0,0,0,0,0,0,0,0
208.5283857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034612.8,0,0,0,0,0,0,0
208.9346259,0,4341481,0,0,0,0,0,0,0,0,2150344.5,0,0,0,0,0,0,0,0,0,0,0
208.9730105,1232385.1,1574634.4,1481225,0,0,1763875,1344066.3,0,0,0,2188745.5,0,1173727.8,1436016,1285483.5,0,0,1100678.3,0,0,0,0
208.9731652,0,0,0,1815011.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208.9734731,5416961,10104042,6981129,0,7689273.5,8738851,9115010,5997171,5934879,5613728,7797705.5,4387302,5131488,4675184,4492395.5,7019928,4434310.5,3534726.3,0,3967289.8,5473395,4778228
208.9736089,0,0,0,8417764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4654010.5,0,0,0
208.9739026,0,0,0,0,0,0,0,0,0,0,0,2373606,0,0,0,0,0,0,0,0,0,0
208.9909961,0,0,0,0,0,0,0,0,0,0,0,1049830.6,0,0,0,0,0,1324550.4,0,0,0,0
209.0294155,1079169.1,0,0,0,1109819.3,0,0,1397876.8,1173025.5,0,0,0,1128674.1,0,0,1165465.4,0,0,0,0,0,0
209.0304294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030717.6,0,0,0
209.0455681,1241601.1,1680621.1,0,0,2622011.8,0,0,3241077.3,1770786.3,1282723.1,1159499.3,1399016.5,0,0,1609705.9,1903513.9,1186058.6,1244038.5,0,1575225.6,1358071.3,0
209.15815,0,1053041.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.2150437,0,0,0,0,0,0,0,0,0,0,0,0,0,1039348.3,0,0,0,0,0,0,0,0
209.3035505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060260.3,0,0,0,0,0,0,0
209.5601285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058452.4,0
209.574667,0,1034815.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.7811054,0,0,0,0,0,0,0,0,0,0,0,0,0,1054205.5,0,0,0,0,0,0,0,0
210.4944145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085064.9,0,0,0,0,0,0,0
210.624688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157765.8,0,0,0,0,0,0,0
210.8006069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024092.4,0,0,0
210.9041808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212543,0,0,0,0,0,0,0
210.9316918,0,1305644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210.9350371,1433083.6,1997100.1,1106481.4,0,1914485.9,1629782.3,1786829.9,2009262.9,1604461.8,1615082.5,1651190.9,0,1252653.3,0,1829950.3,1539786.9,2102000.5,1634694.8,0,0,1060061.9,1478237.1
210.9351862,0,0,0,1065607.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210.9730466,0,0,0,0,0,0,0,0,0,0,1030647.7,0,0,0,0,0,1132914.5,1135750.6,0,0,1269983.9,0
210.9731944,0,1140013.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210.9735975,5036027.5,3560237.3,3044914.3,0,7982199,5965911,3969487.3,13145776,9635695,8824044,5270519.5,3775527,3078958.8,2135694.5,4182589.3,5051852,3888626.5,5833606.5,0,2841905,5899488,3357023.3
210.9737448,0,0,0,3609096.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3524645.3,0,0,0
210.9890133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169702,0,0,0
210.9894082,1799675.4,3030317.8,1720370.4,0,5041271.5,2170199.5,1909967.9,3498672.5,2710127.8,3129068.3,2316792,4127783.5,2303535.3,2143374.8,3354685,3941324.3,4091891.5,5333894.5,0,2493745,1821152.6,2567008
210.9895547,0,0,0,1413896.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140198,0,0,0
211.0776168,0,0,0,0,0,0,1046355.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.0976918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289862.5,0,0,0,0
211.1351157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071558.4,0,0,0,0
211.2753995,0,0,1172535.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.3044999,0,0,0,0,0,0,0,0,1311355.8,0,0,0,0,0,0,0,0,0,0,0,0,0
211.6591317,0,0,0,1111763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.6949248,0,0,0,0,0,0,0,0,0,0,0,0,0,1113335.3,0,0,0,0,0,0,0,0
211.6971842,0,0,0,0,0,0,1145193.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.9736423,1928693.1,1280330.5,1028291.6,0,2336913.8,1436780.5,1268467.3,3204300.5,1614741,2498062,1045643.4,1522116.8,0,0,1425701,1070307,1167908.9,1032964.4,0,0,0,0
211.9737992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315158.6,0,0,0
212.2323222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065054.6,0,0,0,0,0,0,0
212.4421852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048173.6,0,0,0,0,0,0
212.5415183,0,0,0,0,0,1089847.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.5547026,0,0,1066125.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.5644956,1220976.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.5713572,0,0,0,0,0,0,0,0,0,0,0,1220501.9,0,0,0,0,0,0,0,0,0,0
212.5972545,1090288.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.8107534,0,0,0,0,0,0,1062096.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.8449045,0,1129954.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.9689715,0,0,0,1228709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.969468,1562605.1,0,0,0,0,1200255.4,1155861.9,2367208.5,0,0,0,0,0,1038501.1,1124108.5,0,0,0,0,0,0,0
212.9698291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274341,0,0
212.9700006,7480301,5643109.5,3917395.5,0,7739562.5,7106687.5,6412822,12363496,7965626,9245998,5540893.5,4030049,3395959.5,2619045,5271564.5,4733945,4869205,4790145.5,0,0,3740480.5,3646399.5
212.9701382,0,0,0,4237349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4017285.5,0,0,0
213.0313519,0,0,0,0,1076459.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.2001928,0,0,0,1092904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.5687455,0,0,0,0,0,0,0,1046777.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.640321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029214.9,0
213.7150281,0,0,0,0,1034299.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.750696,0,0,0,1026222.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.8577556,1056069.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.8982827,0,0,0,0,0,0,1082165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.9406419,0,0,0,0,0,0,0,0,0,0,1032366.1,0,0,0,0,0,0,0,0,0,0,0
213.9695968,0,0,0,0,0,0,0,1083652.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.9798588,0,0,0,0,0,0,0,0,0,0,1135534.8,0,0,0,0,0,0,0,0,0,0,0
214.0690095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105457.4
214.4978295,0,0,0,0,0,0,0,0,1028977.7,0,0,0,0,0,0,0,0,0,0,0,0,0
214.5496034,0,0,0,0,0,0,0,0,0,0,0,0,1050607.3,0,0,0,0,0,0,0,0,0
214.7718623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053782.4,0,0,0
214.8587462,0,0,0,0,0,0,0,0,0,0,0,0,0,1110135,0,0,0,0,0,0,0,0
214.8780993,0,0,0,1059836.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.9173818,2201306.8,1057429.3,0,0,0,0,1449304.1,2382623.3,2969345,3501417.8,2127934,1047830.9,0,0,2355422.5,1654306.8,3122863.8,3488122.8,0,0,1231254.4,1134358.6
214.9292562,0,0,0,0,0,0,0,0,0,0,1824318.3,0,0,0,1545438.3,1599011,0,1419130.6,0,0,0,0
214.9294541,0,0,0,0,2290390.5,0,0,2380575.8,0,0,0,0,0,0,0,0,1909936.3,0,0,0,0,0
214.929587,0,0,0,1941052.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.9299512,7862234.5,14016918,5355121,0,12824791,8835231,11568729,13016864,11873282,13470058,9497662,7037591,4451772.5,3183287.8,9688030,9580067,10868912,12121979,0,5528346.5,6761879,6270487
214.9300933,0,0,0,5363261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6900957.5,0,0,0
214.931062,0,0,0,0,0,0,0,0,0,0,0,1093271.3,0,0,0,0,0,0,0,0,0,0
214.9616059,0,0,0,0,0,0,0,0,0,0,0,1088920.1,0,0,0,0,0,0,0,0,0,0
215.2063195,0,0,0,0,0,0,0,1103527.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.4875093,0,0,0,0,0,0,0,0,1041750.3,0,0,0,0,0,0,0,0,0,0,0,0,0
215.7270554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036311.9,0,0
215.9266129,0,0,0,0,0,0,1140346.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.9685013,0,0,0,0,0,0,0,1050046.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.9686565,1050832.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.0726182,0,0,0,0,0,0,0,0,0,0,0,0,0,1054018.4,0,0,0,0,0,0,0,0
216.2929962,1068109.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.3281824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041911.3,0,0,0,0
216.3523357,0,0,0,0,0,0,0,1120841.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.5184879,0,0,0,0,0,0,0,0,0,0,0,0,1248885.6,0,0,0,0,0,0,0,0,0
216.8834889,0,0,0,0,0,0,0,0,0,0,0,0,1031427,0,0,0,0,0,0,0,0,0
216.9086878,1099719.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.9091004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734450,0,0,0
216.9094475,5603271.5,1790658.6,3204238.3,0,4323584.5,2356409.5,3098780.8,5872475,5972044.5,4059556.5,2318174.8,7286478.5,6479364,5266122.5,6052790,8805967,4531978,5725046.5,0,4762902,8536553,6509163.5
216.9095945,0,0,0,2320468.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4622642,0,0,0
216.9258778,0,0,0,0,0,0,0,0,0,1082021,0,0,0,0,0,0,0,0,0,0,0,0
216.9571542,0,0,0,0,1927681.3,0,1194910.5,0,0,0,0,0,0,0,1598389.1,0,1645068,1261942.8,0,0,0,1609581.8
216.9573023,0,1477827.8,0,1190357.1,0,0,0,0,0,0,0,1333584,0,0,0,0,0,0,1085364,0,0,0
216.9648888,1365703,0,0,0,1939969.5,1743290.1,1313182.8,2618717,1666126.6,2430630.3,1426783.6,0,1169414,0,1737397,0,1053196.4,1455734.8,0,0,0,1145966
216.965028,0,1111235.9,0,1196885.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090100.4,0,1369322.9,0
217.3520281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039254.3,0,0
217.5852586,0,0,0,0,0,0,0,0,0,0,0,0,0,1050705.6,0,0,0,0,0,0,0,0
217.7059161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088525.3
217.7892656,0,1102806.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.0039431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055764.5,0
218.0779042,0,0,1091617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.2893956,0,0,1026980.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.7436373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247483.4,0,0,0,0,0,0
218.8223725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046521.8,0,0,0,0
218.8925504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091007.4
218.9053183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136056.5,0
218.944411,1941175.5,0,0,0,1542443.9,1318227.3,1369063.6,2041248.4,1654431.9,1632482.4,0,1840652.1,1476946.4,1354850,1198104.3,1303424.6,1611878.8,2061434.3,0,0,1673018,1146817.6
218.9446348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228296.4,0,0,0
218.9753377,0,0,0,0,0,0,0,0,0,0,0,1210765.1,0,0,0,0,0,0,0,0,0,0
218.9861807,0,0,0,0,0,0,0,0,0,0,0,1211661.5,0,0,0,0,0,0,0,0,0,0
219.1223147,0,0,0,0,0,0,0,0,0,0,0,0,1034329.6,0,0,0,0,0,0,0,0,0
219.1387139,0,0,0,0,0,0,0,0,0,1172584.5,0,0,0,0,0,0,0,0,0,0,0,0
219.4179275,0,0,0,0,0,0,1026042.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.4181083,2920372.8,0,2568889,0,0,0,0,0,0,0,0,0,2436965.8,0,0,0,0,0,0,0,0,0
219.4182452,0,0,0,4763255.5,0,0,0,0,0,0,0,0,0,1724136.5,0,0,0,0,1283100.6,0,0,0
219.4976723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045775.7,0,0,0,0,0,0
219.5385465,1091508.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.5886623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041633.4,0,0
219.7351673,0,0,0,1046780.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.7774301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030700.2,0,0,0
