Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Stegen_ICR_5_pp1_Nov20_1_01_24960,Stegen_ICR_6_pp1_Nov20_1_01_24954,Stegen_ICR_6_pp2_Nov20_1_01_24949,Stegen_ICR_6_pp3_Nov20_1_01_24963,Stegen_ICR_7_pp1_Nov20_1_01_24969,Stegen_ICR_7_pp2_Nov20_1_01_24970,Stegen_ICR_7_pp3_Nov20_1_01_24952,Stegen_ICR_8_pp1_Nov20_1_01_24966,Stegen_ICR_8_pp2_Nov20_1_01_24959,Stegen_ICR_8_pp3_Nov20_1_01_24947,Stegen_ICR_9_pp1_Nov20_1_01_24951,Stegen_ICR_9_pp2_Nov20_1_01_24946,Stegen_ICR_9_pp3_Nov20_1_01_24955,Stegen_ICR_10_pp1_Nov20_1_01_24948,Stegen_ICR_10_pp2_Nov20_1_01_24965,Stegen_ICR_10_pp3_Nov20_1_01_24950,Stegen_River_at_ICR2p1_Nov20_1_01_24962,Stegen_River_at_ICR2p2_Nov20_1_01_24968,Stegen_River_at_ICR3_Nov20_1_01_24971,Stegen_River_at_ICR6_Nov20_1_01_24958,Stegen_River_at_ICR7_Nov20_1_01_24945,Stegen_River_at_ICR8_Nov20_1_01_24957,Stegen_River_at_ICR9_Nov20_1_01_24956,Stegen_River_at_ICR10_Nov20_1_01_24964,Stegen_ICR_1_pp1_Nov20_1_01_24967,Stegen_ICR_2_pp1_Nov20_1_01_24953,Stegen_ICR_3_pp1_Nov20_1_01_24944,Stegen_ICR_4_pp1_Nov20_1_01_24961
107.80416443548,0,0,0,0,0,0,0,0,,None,108.81144090236,0,0,0,0,0,0,0,0,0,940637.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.804288625524,0,0,0,0,0,0,0,0,,None,108.811565092404,0,0,0,947446.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.815313369497,0,0,0,0,0,0,0,0,,None,108.822589836377,0,0,0,0,0,0,959467.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.829081743212,0,0,0,0,0,0,0,0,,None,108.836358210092,0,0,932220.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.913610734631,0,0,0,0,0,0,0,0,,None,108.920887201511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000506.1,0,0,0,0,0,0
107.919514256515,0,0,0,0,0,0,0,0,,None,108.926790723395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980391.3,0,0,0,0,0,0,0,0,0,0,0,0,0
107.923893088335,0,0,0,0,0,0,0,0,,None,108.931169555215,0,0,0,0,0,0,0,966783.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.988699062667,0,0,0,0,0,0,0,0,,None,108.995975529547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965461.6,0,0,0,0,0,0,0,0,0,0,0,0,0
108.044178555444,0,0,0,0,0,0,0,0,,None,109.051455022324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971234.9,0
108.072946235578,0,0,0,0,0,0,0,0,,None,109.080222702458,0,0,0,0,0,0,0,0,0,0,0,1004569.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
