,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,kmass,kdefect,NOSC,GFE,AI,AI_Mod,DBE,DBE_O,DBE_AI,ElComposition,bs1_class,bs2_class,bs3_class
200.1701321,0,0,0,0,0,0,0,0,,None,201.1774086,0,0,NA,NA,NA,NA,NA,NA,199.94662034226,0.0533796577397538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.1716921,0,0,0,0,0,0,0,0,,None,201.1789686,0,0,NA,NA,NA,NA,NA,NA,199.94817860035,0.0518213996496968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.1796231,0,0,0,0,0,0,0,0,,None,201.1868996,0,0,NA,NA,NA,NA,NA,NA,199.956100744525,0.0438992554751394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.3250274,0,0,0,0,0,0,0,0,,None,201.3323039,0,0,NA,NA,NA,NA,NA,NA,200.101342684784,0.898657315215502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.3939895,0,0,0,0,0,0,0,0,,None,201.4012659,0,0,NA,NA,NA,NA,NA,NA,200.170227781088,0.829772218912439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.6786265,0,0,0,0,0,0,0,0,,None,201.685903,0,0,NA,NA,NA,NA,NA,NA,200.454546952871,0.545453047129456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.7942148,0,0,0,0,0,0,0,0,,None,201.8014912,0,0,NA,NA,NA,NA,NA,NA,200.570006185942,0.429993814057866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.9029808,0,0,0,0,0,0,0,0,,None,201.9102573,0,0,NA,NA,NA,NA,NA,NA,200.678650736855,0.321349263145152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.9511781,0,0,0,0,0,0,0,0,,None,201.9584546,0,0,NA,NA,NA,NA,NA,NA,200.726794219319,0.273205780680911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.9513107,0,0,0,0,0,0,0,0,,None,201.9585872,0,0,NA,NA,NA,NA,NA,NA,200.726926671257,0.273073328743237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.9892457,6,7,2,2,0,1,1,0,CHONSP,Lignin,201.9965222,0.309431989,1,C6H7N2O2SP,0.333333333333333,1.16666666666667,0.333333333333333,0.166666666666667,2,200.764819312697,0.235180687303142,0,60.3,0,0,5,3,-1,CHNOSP,Lignin,Lignin,Protein
201.0168434,0,0,0,0,0,0,0,0,,None,202.0241198,0,0,NA,NA,NA,NA,NA,NA,200.792386196859,0.207613803141498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.0765682,0,0,0,0,0,0,0,0,,None,202.0838446,0,0,NA,NA,NA,NA,NA,NA,200.852044307613,0.147955692386745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.1723727,0,0,0,0,0,0,0,0,,None,202.1796491,0,0,NA,NA,NA,NA,NA,NA,200.947741831453,0.0522581685472971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.1731331,0,0,0,0,0,0,0,0,,None,202.1804096,0,0,NA,NA,NA,NA,NA,NA,200.948501382383,0.051498617616744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.3552749,0,0,0,0,0,0,0,0,,None,202.3625514,0,0,NA,NA,NA,NA,NA,NA,201.130439801222,0.869560198777805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.4025594,0,0,0,0,0,0,0,0,,None,202.4098359,0,0,NA,NA,NA,NA,NA,NA,201.177671502927,0.822328497072931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.4027383,0,0,0,0,0,0,0,0,,None,202.4100147,0,0,NA,NA,NA,NA,NA,NA,201.177850203166,0.822149796834253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.4789412,0,0,0,0,0,0,0,0,,None,202.4862177,0,0,NA,NA,NA,NA,NA,NA,201.253968014327,0.74603198567317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.5747466,0,0,0,0,0,0,0,0,,None,202.5820231,0,0,NA,NA,NA,NA,NA,NA,201.349666437161,0.650333562838711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.6057099,0,0,0,0,0,0,0,0,,None,202.6129864,0,0,NA,NA,NA,NA,NA,NA,201.380595163264,0.619404836736095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.6330255,0,0,0,0,0,0,0,0,,None,202.640302,0,0,NA,NA,NA,NA,NA,NA,201.407880262421,0.592119737579083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.6456135,0,0,0,0,0,0,0,0,,None,202.6528899,0,0,NA,NA,NA,NA,NA,NA,201.420454206548,0.579545793452326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.7381812,0,0,0,0,0,0,0,0,,None,202.7454577,0,0,NA,NA,NA,NA,NA,NA,201.512918544627,0.487081455373101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.7940193,0,0,0,0,0,0,0,0,,None,202.8012957,0,0,NA,NA,NA,NA,NA,NA,201.568694295306,0.43130570469441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.9055436,0,0,0,0,0,0,0,0,,None,202.9128201,0,0,NA,NA,NA,NA,NA,NA,201.680094066276,0.319905933724101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.9354351,0,0,0,0,0,0,0,0,,None,202.9427116,0,0,NA,NA,NA,NA,NA,NA,201.70995218916,0.290047810840036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.9451764,5,1,6,1,0,1,0,0,CHONS,Other,202.9524529,0.022397396,1,C5HNO6S,1.2,0.2,0.2,0,NA,201.719682611937,0.280317388062628,3.2,-30.9,0,0,6,0,-2,CHNOS,Other,Other,Other
201.9916896,0,0,0,0,0,0,0,0,,None,202.9989661,0,0,NA,NA,NA,NA,NA,NA,201.766143874883,0.233856125117285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.1043117,0,0,0,0,0,0,0,0,,None,203.1115881,0,0,NA,NA,NA,NA,NA,NA,201.87864022004,0.121359779960244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.1960453,0,0,0,0,0,0,0,0,,None,203.2033218,0,0,NA,NA,NA,NA,NA,NA,201.970271389482,0.0297286105175374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.3456179,0,0,0,0,0,0,0,0,,None,203.3528944,0,0,NA,NA,NA,NA,NA,NA,202.119676975381,0.880323024618917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.3882536,0,0,0,0,0,0,0,0,,None,203.3955301,0,0,NA,NA,NA,NA,NA,NA,202.162265067978,0.837734932022414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.4202493,0,0,0,0,0,0,0,0,,None,203.4275258,0,0,NA,NA,NA,NA,NA,NA,202.194225041293,0.805774958706877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.4840932,0,0,0,0,0,0,0,0,,None,203.4913697,0,0,NA,NA,NA,NA,NA,NA,202.257997652624,0.742002347376001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.5452428,0,0,0,0,0,0,0,0,,None,203.5525193,0,0,NA,NA,NA,NA,NA,NA,202.319078972434,0.680921027565603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.5932487,0,0,0,0,0,0,0,0,,None,203.6005252,0,0,NA,NA,NA,NA,NA,NA,202.367031268618,0.632968731382419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.7253825,0,0,0,0,0,0,0,0,,None,203.732659,0,0,NA,NA,NA,NA,NA,NA,202.499017526836,0.50098247316393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.7873123,0,0,0,0,0,0,0,0,,None,203.7945888,0,0,NA,NA,NA,NA,NA,NA,202.560878175468,0.439121824531867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.8922257,0,0,0,0,0,0,0,0,,None,203.8995022,0,0,NA,NA,NA,NA,NA,NA,202.665674428228,0.334325571771558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.9159299,0,0,0,0,0,0,0,0,,None,203.9232064,0,0,NA,NA,NA,NA,NA,NA,202.689352159907,0.310647840093026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.9408532,0,0,0,0,0,0,0,0,,None,203.9481297,0,0,NA,NA,NA,NA,NA,NA,202.714247630328,0.28575236967248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.9415372,0,0,0,0,0,0,0,0,,None,203.9488136,0,0,NA,NA,NA,NA,NA,NA,202.714930866567,0.285069133432984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.9416782,0,0,0,0,0,0,0,0,,None,203.9489547,0,0,NA,NA,NA,NA,NA,NA,202.715071709125,0.284928290874831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.9755477,0,0,0,0,0,0,0,0,,None,203.9828242,0,0,NA,NA,NA,NA,NA,NA,202.748903390139,0.25109660986115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.9876115,0,0,0,0,0,0,0,0,,None,203.994888,0,0,NA,NA,NA,NA,NA,NA,202.760953719592,0.239046280407962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0699821,0,0,0,0,0,0,0,0,,None,204.0772585,0,0,NA,NA,NA,NA,NA,NA,202.843232343844,0.156767656155807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.3844305,0,0,0,0,0,0,0,0,,None,204.391707,0,0,NA,NA,NA,NA,NA,NA,203.157329627952,0.842670372048389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.6292137,0,0,0,0,0,0,0,0,,None,204.6364901,0,0,NA,NA,NA,NA,NA,NA,203.401839500844,0.598160499156307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.7650846,0,0,0,0,0,0,0,0,,None,204.772361,0,0,NA,NA,NA,NA,NA,NA,203.537558686183,0.462441313817067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.766957,0,0,0,0,0,0,0,0,,None,204.7742334,0,0,NA,NA,NA,NA,NA,NA,203.539428995444,0.460571004555646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.8088345,0,0,0,0,0,0,0,0,,None,204.816111,0,0,NA,NA,NA,NA,NA,NA,203.581259734654,0.418740265346258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.8155142,0,0,0,0,0,0,0,0,,None,204.8227907,0,0,NA,NA,NA,NA,NA,NA,203.587931976041,0.412068023958938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.2702102,0,0,0,0,0,0,0,0,,None,205.2774867,0,0,NA,NA,NA,NA,NA,NA,204.042120258425,0.957879741574601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.4427887,0,0,0,0,0,0,0,0,,None,205.4500651,0,0,NA,NA,NA,NA,NA,NA,204.214506055731,0.785493944269462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.6592637,0,0,0,0,0,0,0,0,,None,205.6665402,0,0,NA,NA,NA,NA,NA,NA,204.430739337812,0.569260662188356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.7313118,0,0,0,0,0,0,0,0,,None,205.7385883,0,0,NA,NA,NA,NA,NA,NA,204.50270698826,0.497293011740481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.7632264,0,0,0,0,0,0,0,0,,None,205.7705029,0,0,NA,NA,NA,NA,NA,NA,204.534585952132,0.46541404786791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.1305941,7,18,3,4,0,0,0,0,CHON,Other,206.1378705,0.09661925,1,C7H18N4O3,0.428571428571429,2.57142857142857,0.571428571428571,0,NA,204.901543446076,0.0984565539236542,0,60.3,0,0,1,-2,-6,CHNO,Other,Other,Other
205.1598323,14,22,1,0,0,0,0,0,CHO,Lipid,206.1671088,-0.210832248,1,C14H22O,0.0714285714285714,1.57142857142857,0,0,NA,204.930748998441,0.0692510015589676,-1.42857142857143,101.014285714286,0.230769230769231,0.259259259259259,4,3,3,CHO,Lipid,Lipid,Other
205.3016919,0,0,0,0,0,0,0,0,,None,206.3089684,0,0,NA,NA,NA,NA,NA,NA,205.072450196744,0.927549803255658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.3681268,0,0,0,0,0,0,0,0,,None,206.3754033,0,0,NA,NA,NA,NA,NA,NA,205.138810914942,0.861189085058498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.41691,0,0,0,0,0,0,0,0,,None,206.4241864,0,0,NA,NA,NA,NA,NA,NA,205.187539643185,0.812460356815421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.492243,0,0,0,0,0,0,0,0,,None,206.4995194,0,0,NA,NA,NA,NA,NA,NA,205.262788525684,0.737211474316211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.6973309,0,0,0,0,0,0,0,0,,None,206.7046074,0,0,NA,NA,NA,NA,NA,NA,205.467647422702,0.53235257729753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.9596232,0,0,0,0,0,0,0,0,,None,206.9668997,0,0,NA,NA,NA,NA,NA,NA,205.729646844777,0.270353155222921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.9597911,0,0,0,0,0,0,0,0,,None,206.9670676,0,0,NA,NA,NA,NA,NA,NA,205.729814557298,0.270185442701575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.1475568,0,0,0,0,0,0,0,0,,None,207.1548332,0,0,NA,NA,NA,NA,NA,NA,205.91737059644,0.082629403559622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.3173514,0,0,0,0,0,0,0,0,,None,207.3246279,0,0,NA,NA,NA,NA,NA,NA,206.086975602273,0.913024397726844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.3211695,0,0,0,0,0,0,0,0,,None,207.3284459,0,0,NA,NA,NA,NA,NA,NA,206.090789438949,0.909210561051424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.4201416,0,0,0,0,0,0,0,0,,None,207.4274181,0,0,NA,NA,NA,NA,NA,NA,206.189651025818,0.81034897418246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.4614952,0,0,0,0,0,0,0,0,,None,207.4687717,0,0,NA,NA,NA,NA,NA,NA,206.230958450018,0.769041549981637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.5076671,0,0,0,0,0,0,0,0,,None,207.5149436,0,0,NA,NA,NA,NA,NA,NA,206.277078794062,0.722921205937666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.7039372,0,0,0,0,0,0,0,0,,None,207.7112137,0,0,NA,NA,NA,NA,NA,NA,206.473129737115,0.5268702628847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.8020165,0,0,0,0,0,0,0,0,,None,207.809293,0,0,NA,NA,NA,NA,NA,NA,206.571099520893,0.428900479107284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.8048589,0,0,0,0,0,0,0,0,,None,207.8121354,0,0,NA,NA,NA,NA,NA,NA,206.573938747043,0.426061252956515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.8595594,0,0,0,0,0,0,0,0,,None,207.8668358,0,0,NA,NA,NA,NA,NA,NA,206.628578167976,0.371421832023515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.9018742,0,0,0,0,0,0,0,0,,None,207.9091507,0,0,NA,NA,NA,NA,NA,NA,206.670845718893,0.329154281107179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.9433313,0,0,0,0,0,0,0,0,,None,207.9506077,0,0,NA,NA,NA,NA,NA,NA,206.712256527525,0.287743472475398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.9555317,0,0,0,0,0,0,0,0,,None,207.9628081,0,0,NA,NA,NA,NA,NA,NA,206.724443304449,0.275556695551074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.9559833,0,0,0,0,0,0,0,0,,None,207.9632598,0,0,NA,NA,NA,NA,NA,NA,206.724894400188,0.275105599811639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.9561457,0,0,0,0,0,0,0,0,,None,207.9634222,0,0,NA,NA,NA,NA,NA,NA,206.725056618851,0.274943381148944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.963481,4,5,4,2,0,1,1,0,CHONSP,Tannin,207.9707575,0.03053088,1,C4H5N2O4SP,1,1.25,0.5,0.25,2,206.73238372819,0.267616271810454,1.5,17.55,0,0,4,0,-4,CHNOSP,Tannin,Tannin,Other
206.9636612,0,0,0,0,0,0,0,0,,None,207.9709377,0,0,NA,NA,NA,NA,NA,NA,206.732563726977,0.267436273023378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.9637912,0,0,0,0,0,0,0,0,,None,207.9710677,0,0,NA,NA,NA,NA,NA,NA,206.732693581817,0.267306418182528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.0908282,0,0,0,0,0,0,0,0,,None,208.0981047,0,0,NA,NA,NA,NA,NA,NA,206.859588731168,0.140411268831627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.1407602,0,0,0,0,0,0,0,0,,None,208.1480366,0,0,NA,NA,NA,NA,NA,NA,206.909464976651,0.0905350233489344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.2536764,0,0,0,0,0,0,0,0,,None,208.2609528,0,0,NA,NA,NA,NA,NA,NA,207.022255093413,0.977744906586594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.254895,0,0,0,0,0,0,0,0,,None,208.2621715,0,0,NA,NA,NA,NA,NA,NA,207.023472332714,0.976527667286206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.2958911,0,0,0,0,0,0,0,0,,None,208.3031675,0,0,NA,NA,NA,NA,NA,NA,207.064422656102,0.935577343897705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.5776996,0,0,0,0,0,0,0,0,,None,208.5849761,0,0,NA,NA,NA,NA,NA,NA,207.345916486214,0.654083513786389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.7650885,0,0,0,0,0,0,0,0,,None,208.772365,0,0,NA,NA,NA,NA,NA,NA,207.533096146094,0.466903853906189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.852406,0,0,0,0,0,0,0,0,,None,208.8596825,0,0,NA,NA,NA,NA,NA,NA,207.620316146593,0.379683853406732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.8558179,0,0,0,0,0,0,0,0,,None,208.8630944,0,0,NA,NA,NA,NA,NA,NA,207.623724236835,0.376275763164756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.8892908,0,0,0,0,0,0,0,0,,None,208.8965672,0,0,NA,NA,NA,NA,NA,NA,207.657159760696,0.342840239303939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.8920849,0,0,0,0,0,0,0,0,,None,208.8993614,0,0,NA,NA,NA,NA,NA,NA,207.659950740779,0.340049259220962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.9165572,0,0,0,0,0,0,0,0,,None,208.9238337,0,0,NA,NA,NA,NA,NA,NA,207.68439571479,0.315604285209758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.9309828,0,0,0,0,0,0,0,0,,None,208.9382593,0,0,NA,NA,NA,NA,NA,NA,207.698805207036,0.301194792963571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.9946553,0,0,0,0,0,0,0,0,,None,209.0019318,0,0,NA,NA,NA,NA,NA,NA,207.762406609754,0.237593390245905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.449439,0,0,0,0,0,0,0,0,,None,209.4567155,0,0,NA,NA,NA,NA,NA,NA,208.216682494212,0.783317505788176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.5283857,0,0,0,0,0,0,0,0,,None,209.5356622,0,0,NA,NA,NA,NA,NA,NA,208.295541041621,0.704458958378666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.9346259,0,0,0,0,0,0,0,0,,None,209.9419024,0,0,NA,NA,NA,NA,NA,NA,208.701327630185,0.298672369815193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.9730105,0,0,0,0,0,0,0,0,,None,209.980287,0,0,NA,NA,NA,NA,NA,NA,208.739669369598,0.260330630402478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.9731652,0,0,0,0,0,0,0,0,,None,209.9804416,0,0,NA,NA,NA,NA,NA,NA,208.739823896858,0.260176103141845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.9734731,0,0,0,0,0,0,0,0,,None,209.9807495,0,0,NA,NA,NA,NA,NA,NA,208.740131453054,0.259868546945739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.9736089,9,6,2,0,0,2,0,0,CHOS,ConHC,209.9808854,0.168705275,1,C9H6O2S2,0.222222222222222,0.666666666666667,0,0,NA,208.740267101419,0.259732898581262,0.222222222222222,53.9666666666667,0.6,0.666666666666667,7,5,3,CHOS,Cond Hydrocarbon,Cond Hydrocarbon,Other
208.9739026,0,0,0,0,0,0,0,0,,None,209.9811791,0,0,NA,NA,NA,NA,NA,NA,208.740560473471,0.259439526529292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.9909961,11,3,1,2,0,0,1,0,CHONP,ConHC,209.9982726,0.126864986,1,C11H3N2OP,0.0909090909090909,0.272727272727273,0.181818181818182,0.0909090909090909,2,208.757634886716,0.242365113284109,0,60.3,1.14285714285714,1.13333333333333,12,11,8,CHNOP,Other,Cond Hydrocarbon,Other
209.0294155,0,0,0,0,0,0,0,0,,None,210.0366919,0,0,NA,NA,NA,NA,NA,NA,208.796011387271,0.203988612729347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0304294,0,0,0,0,0,0,0,0,,None,210.0377058,0,0,NA,NA,NA,NA,NA,NA,208.797024155141,0.202975844859139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0455681,10,10,5,0,0,0,0,0,CHO,Lignin,210.0528445,-0.10045917,1,C10H10O5,0.5,1,0,0,NA,208.812145951133,0.187854048866825,0,60.3,0.2,0.466666666666667,6,1,1,CHO,Lignin,Lignin,Other
209.15815,0,0,0,0,0,0,0,0,,None,210.1654265,0,0,NA,NA,NA,NA,NA,NA,208.924602141178,0.0753978588221003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.2150437,0,0,0,0,0,0,0,0,,None,210.2223202,0,0,NA,NA,NA,NA,NA,NA,208.981432313164,0.0185676868358087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.3035505,0,0,0,0,0,0,0,0,,None,210.3108269,0,0,NA,NA,NA,NA,NA,NA,209.069840285681,0.930159714319359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.5601285,0,0,0,0,0,0,0,0,,None,210.567405,0,0,NA,NA,NA,NA,NA,NA,209.326131788394,0.673868211606333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.574667,0,0,0,0,0,0,0,0,,None,210.5819435,0,0,NA,NA,NA,NA,NA,NA,209.340654054575,0.659345945425287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.7811054,0,0,0,0,0,0,0,0,,None,210.7883819,0,0,NA,NA,NA,NA,NA,NA,209.546861943613,0.45313805638699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.4944145,0,0,0,0,0,0,0,0,,None,211.501691,0,0,NA,NA,NA,NA,NA,NA,210.2593745563,0.740625443700452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.624688,0,0,0,0,0,0,0,0,,None,211.6319644,0,0,NA,NA,NA,NA,NA,NA,210.389502591746,0.610497408254361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.8006069,0,0,0,0,0,0,0,0,,None,211.8078833,0,0,NA,NA,NA,NA,NA,NA,210.56522505913,0.434774940869687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9041808,0,0,0,0,0,0,0,0,,None,211.9114573,0,0,NA,NA,NA,NA,NA,NA,210.668683307588,0.33131669241169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9316918,0,0,0,0,0,0,0,0,,None,211.9389682,0,0,NA,NA,NA,NA,NA,NA,210.69616358856,0.303836411440074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9350371,0,0,0,0,0,0,0,0,,None,211.9423136,0,0,NA,NA,NA,NA,NA,NA,210.699505153168,0.300494846831953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9351862,0,0,0,0,0,0,0,0,,None,211.9424626,0,1,NA,NA,NA,NA,NA,NA,210.699654086682,0.300345913318324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9730466,0,0,0,0,0,0,0,0,,None,211.9803231,0,0,NA,NA,NA,NA,NA,NA,210.737472211421,0.262527788579206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9731944,0,0,0,0,0,0,0,0,,None,211.9804709,0,0,NA,NA,NA,NA,NA,NA,210.737619846386,0.262380153614004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9735975,7,5,2,2,0,1,1,0,CHONSP,ConHC,211.980874,0.285957752,1,C7H5N2O2SP,0.285714285714286,0.714285714285714,0.285714285714286,0.142857142857143,2,210.738022496281,0.261977503719066,0.285714285714286,52.1571428571429,1,1,7,5,1,CHNOSP,Cond Hydrocarbon,Cond Hydrocarbon,Other
210.9737448,7,5,2,2,0,1,1,0,CHONSP,ConHC,211.9810212,-0.408585551,1,C7H5N2O2SP,0.285714285714286,0.714285714285714,0.285714285714286,0.142857142857143,2,210.738169631804,0.261830368195575,0.285714285714286,52.1571428571429,1,1,7,5,1,CHNOSP,Cond Hydrocarbon,Cond Hydrocarbon,Other
210.9890133,0,0,0,0,0,0,0,0,,None,211.9962897,0,0,NA,NA,NA,NA,NA,NA,210.753421082861,0.246578917139061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9894082,0,0,0,0,0,0,0,0,,None,211.9966847,0,0,NA,NA,NA,NA,NA,NA,210.753815541912,0.246184458087924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9895547,0,0,0,0,0,0,0,0,,None,211.9968312,0,0,NA,NA,NA,NA,NA,NA,210.753961878329,0.24603812167112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.0776168,0,0,0,0,0,0,0,0,,None,212.0848933,0,0,NA,NA,NA,NA,NA,NA,210.841925647401,0.158074352598732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
