,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,kmass,kdefect,NOSC,GFE,AI,AI_Mod,DBE,DBE_O,DBE_AI,ElComposition,bs1_class,bs2_class,bs3_class
491.284728,0,0,0,0,0,0,0,0,,None,492.2920044,0,3,NA,NA,NA,NA,NA,NA,490.736155083781,0.263844916218716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.2883602,0,0,0,0,0,0,0,0,,None,492.2956367,0,3,NA,NA,NA,NA,NA,NA,490.739783228034,0.260216771965645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.4508332,0,0,0,0,0,0,0,0,,None,492.4581096,0,0,NA,NA,NA,NA,NA,NA,490.902074809231,0.0979251907689331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7524315,0,0,0,0,0,0,0,0,,None,492.759708,0,0,NA,NA,NA,NA,NA,NA,491.203336341875,0.796663658125055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7533984,0,0,0,0,0,0,0,0,,None,492.7606749,0,0,NA,NA,NA,NA,NA,NA,491.204302162226,0.795697837774242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7561683,0,0,0,0,0,0,0,0,,None,492.7634447,0,0,NA,NA,NA,NA,NA,NA,491.207068969331,0.792931030669308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7564622,0,0,0,0,0,0,0,0,,None,492.7637387,0,0,NA,NA,NA,NA,NA,NA,491.207362541159,0.792637458840716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7570813,0,0,0,0,0,0,0,0,,None,492.7643577,0,0,NA,NA,NA,NA,NA,NA,491.207980949867,0.792019050133263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7587837,0,0,0,0,0,0,0,0,,None,492.7660602,0,0,NA,NA,NA,NA,NA,NA,491.209681448952,0.790318551048358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.774301,0,0,0,0,0,0,0,0,,None,492.7815775,0,0,NA,NA,NA,NA,NA,NA,491.225181422196,0.774818577804126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7746727,0,0,0,0,0,0,0,0,,None,492.7819491,0,0,NA,NA,NA,NA,NA,NA,491.225552707152,0.77444729284764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7749859,0,0,0,0,0,0,0,0,,None,492.7822623,0,0,NA,NA,NA,NA,NA,NA,491.22586555743,0.774134442569618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7754003,0,0,0,0,0,0,0,0,,None,492.7826768,0,1,NA,NA,NA,NA,NA,NA,491.226279494708,0.773720505292317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7759585,0,0,0,0,0,0,0,0,,None,492.783235,0,0,NA,NA,NA,NA,NA,NA,491.226837071417,0.773162928583417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.786358,0,0,0,0,0,0,0,0,,None,492.7936345,0,0,NA,NA,NA,NA,NA,NA,491.237224959242,0.762775040758015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7866086,0,0,0,0,0,0,0,0,,None,492.793885,0,1,NA,NA,NA,NA,NA,NA,491.23747527942,0.762524720580188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.786966,0,0,0,0,0,0,0,0,,None,492.7942424,0,1,NA,NA,NA,NA,NA,NA,491.237832280344,0.762167719656247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7922294,0,0,0,0,0,0,0,0,,None,492.7995058,0,0,NA,NA,NA,NA,NA,NA,491.243089803184,0.756910196815738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.7925141,0,0,0,0,0,0,0,0,,None,492.7997906,0,0,NA,NA,NA,NA,NA,NA,491.243374185286,0.756625814714312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.8488348,0,0,0,0,0,0,0,0,,None,492.8561113,0,1,NA,NA,NA,NA,NA,NA,491.299631997089,0.700368002911034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.8569946,0,0,0,0,0,0,0,0,,None,492.8642711,0,0,NA,NA,NA,NA,NA,NA,491.307782685783,0.692217314216634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.8572819,0,0,0,0,0,0,0,0,,None,492.8645584,0,1,NA,NA,NA,NA,NA,NA,491.308069664982,0.691930335018412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.8997321,0,0,0,0,0,0,0,0,,None,492.9070085,0,2,NA,NA,NA,NA,NA,NA,491.350472464709,0.649527535290929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.9047413,0,0,0,0,0,0,0,0,,None,492.9120178,0,2,NA,NA,NA,NA,NA,NA,491.355476071392,0.644523928608407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.9062278,0,0,0,0,0,0,0,0,,None,492.9135043,0,2,NA,NA,NA,NA,NA,NA,491.356960911552,0.643039088447551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491.9065404,0,0,0,0,0,0,0,0,,None,492.9138168,0,1,NA,NA,NA,NA,NA,NA,491.3572731625,0.642726837499538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.2862234,0,0,0,0,0,0,0,0,,None,493.2934999,0,1,NA,NA,NA,NA,NA,NA,491.736532205071,0.263467794929284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.4078592,0,0,0,0,0,0,0,0,,None,493.4151356,0,2,NA,NA,NA,NA,NA,NA,491.85803218545,0.141967814550185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.408341,0,0,0,0,0,0,0,0,,None,493.4156174,0,0,NA,NA,NA,NA,NA,NA,491.858513447468,0.141486552532342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.408619,29,56,1,3,0,0,1,0,CHONP,Lipid,493.4158955,0.414389986,1,C29H56N3OP,0.0344827586206897,1.93103448275862,0.103448275862069,0.0344827586206897,3,491.85879113705,0.141208862949668,-1.72413793103448,109.437931034483,0,0,4,3,-1,CHNOP,Lipid,Lipid,Lipid
492.7503566,0,0,0,0,0,0,0,0,,None,493.757633,0,0,NA,NA,NA,NA,NA,NA,492.200147149793,0.799852850206776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7629679,0,0,0,0,0,0,0,0,,None,493.7702444,0,0,NA,NA,NA,NA,NA,NA,492.212744367903,0.787255632097015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7636179,0,0,0,0,0,0,0,0,,None,493.7708943,0,0,NA,NA,NA,NA,NA,NA,492.213393642107,0.786606357892822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7652822,0,0,0,0,0,0,0,0,,None,493.7725587,0,0,NA,NA,NA,NA,NA,NA,492.215056083735,0.784943916265036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7692809,0,0,0,0,0,0,0,0,,None,493.7765573,0,0,NA,NA,NA,NA,NA,NA,492.219050318751,0.780949681249183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.769666,0,0,0,0,0,0,0,0,,None,493.7769425,0,1,NA,NA,NA,NA,NA,NA,492.219434988745,0.780565011255305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7754307,0,0,0,0,0,0,0,0,,None,493.7827072,0,0,NA,NA,NA,NA,NA,NA,492.225193251829,0.774806748170818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7757584,0,0,0,0,0,0,0,0,,None,493.7830348,0,0,NA,NA,NA,NA,NA,NA,492.225520585916,0.774479414083601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7846317,0,0,0,0,0,0,0,0,,None,493.7919082,0,0,NA,NA,NA,NA,NA,NA,492.23438397791,0.76561602208966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.78506,0,0,0,0,0,0,0,0,,None,493.7923364,0,0,NA,NA,NA,NA,NA,NA,492.234811799667,0.765188200333228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7888795,0,0,0,0,0,0,0,0,,None,493.796156,0,1,NA,NA,NA,NA,NA,NA,492.238627034779,0.761372965221028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7893524,0,0,0,0,0,0,0,0,,None,493.7966289,0,1,NA,NA,NA,NA,NA,NA,492.239099406735,0.760900593265433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.796822,0,0,0,0,0,0,0,0,,None,493.8040985,0,0,NA,NA,NA,NA,NA,NA,492.246560666113,0.753439333887457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.7997959,0,0,0,0,0,0,0,0,,None,493.8070724,0,0,NA,NA,NA,NA,NA,NA,492.249531245429,0.750468754570818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8000542,0,0,0,0,0,0,0,0,,None,493.8073307,0,0,NA,NA,NA,NA,NA,NA,492.249789257009,0.75021074299093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8005155,0,0,0,0,0,0,0,0,,None,493.807792,0,1,NA,NA,NA,NA,NA,NA,492.250250041917,0.749749958082589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8235641,0,0,0,0,0,0,0,0,,None,493.8308405,0,0,NA,NA,NA,NA,NA,NA,492.273272905645,0.726727094355283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8238383,0,0,0,0,0,0,0,0,,None,493.8311148,0,0,NA,NA,NA,NA,NA,NA,492.273546799471,0.726453200529477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8362667,0,0,0,0,0,0,0,0,,None,493.8435431,0,1,NA,NA,NA,NA,NA,NA,492.285961321808,0.714038678191912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8452154,0,0,0,0,0,0,0,0,,None,493.8524918,0,0,NA,NA,NA,NA,NA,NA,492.29490002961,0.705099970390279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8456253,0,0,0,0,0,0,0,0,,None,493.8529018,0,0,NA,NA,NA,NA,NA,NA,492.295309471912,0.704690528088292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8523958,0,0,0,0,0,0,0,0,,None,493.8596722,0,2,NA,NA,NA,NA,NA,NA,492.302072411911,0.697927588089044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8534735,0,0,0,0,0,0,0,0,,None,493.86075,0,2,NA,NA,NA,NA,NA,NA,492.303148908542,0.696851091458484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.891622,0,0,0,0,0,0,0,0,,None,493.8988985,0,3,NA,NA,NA,NA,NA,NA,492.341254811586,0.6587451884144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8976986,0,0,0,0,0,0,0,0,,None,493.904975,0,2,NA,NA,NA,NA,NA,NA,492.3473246264,0.652675373600232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.8998205,0,0,0,0,0,0,0,0,,None,493.907097,0,1,NA,NA,NA,NA,NA,NA,492.349444157067,0.650555842932761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.9002637,0,0,0,0,0,0,0,0,,None,493.9075402,0,3,NA,NA,NA,NA,NA,NA,492.349886862186,0.650113137813833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.9007084,0,0,0,0,0,0,0,0,,None,493.9079849,0,3,NA,NA,NA,NA,NA,NA,492.35033106563,0.649668934369856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.9041787,0,0,0,0,0,0,0,0,,None,493.9114551,0,3,NA,NA,NA,NA,NA,NA,492.353797490662,0.646202509337797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.9050618,0,0,0,0,0,0,0,0,,None,493.9123382,0,4,NA,NA,NA,NA,NA,NA,492.354679604585,0.645320395415126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.9079304,0,0,0,0,0,0,0,0,,None,493.9152068,0,2,NA,NA,NA,NA,NA,NA,492.35754500148,0.642454998519554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.9217901,0,0,0,0,0,0,0,0,,None,493.9290665,0,3,NA,NA,NA,NA,NA,NA,492.371389225616,0.628610774384356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.0258197,20,14,15,0,0,0,0,0,CHO,ConHC,494.0330962,0.351322277,5,C20H14O15,0.75,0.7,0,0,NA,492.475302665235,0.524697334765108,0.8,37.5,0,0.52,14,-1,-1,CHO,Tannin,Cond Hydrocarbon,Other
493.0624224,21,18,14,0,0,0,0,0,CHO,Tannin,494.0696989,-0.088280217,6,C21H18O14,0.666666666666667,0.857142857142857,0,0,NA,492.511864494333,0.488135505666889,0.476190476190476,46.7285714285714,0,0.428571428571429,13,-1,-1,CHO,Tannin,Tannin,Other
493.0685931,28,18,3,2,0,2,0,0,CHONS,ConHC,494.0758696,0.028891412,7,C28H18N2O3S2,0.107142857142857,0.642857142857143,0.0714285714285714,0,NA,492.518028304074,0.481971695925665,-0.0714285714285712,62.3357142857143,0.666666666666667,0.688888888888889,21,18,14,CHNOS,Other,Cond Hydrocarbon,Other
493.09816,35,14,2,2,0,0,0,0,CHON,ConHC,494.1054364,0.184732952,7,C35H14N2O2,0.0571428571428571,0.4,0.0571428571428571,0,NA,492.54756218941,0.452437810590311,-0.114285714285714,63.5571428571428,0.838709677419355,0.84375,30,28,26,CHNO,Other,Cond Hydrocarbon,Other
493.0986851,22,22,13,0,0,0,0,0,CHO,Lignin,494.1059616,0.160305444,4,C22H22O13,0.590909090909091,1,0,0,NA,492.548086703078,0.451913296921646,0.181818181818182,55.1181818181818,0,0.354838709677419,12,-1,-1,CHO,Lignin,Lignin,Other
493.0990623,22,22,13,0,0,0,0,0,CHO,Lignin,494.1063387,-0.603016098,6,C22H22O13,0.590909090909091,1,0,0,NA,492.548463481893,0.451536518106536,0.181818181818182,55.1181818181818,0,0.354838709677419,12,-1,-1,CHO,Lignin,Lignin,Other
493.1022498,19,26,13,0,0,1,0,0,CHOS,Tannin,494.1095263,-0.232091538,8,C19H26O13S,0.684210526315789,1.36842105263158,0,0,NA,492.551647422702,0.448352577297555,0.105263157894737,57.3,0,0,7,-6,-7,CHOS,Amino Sugar,Tannin,Other
493.1216451,0,0,0,0,0,0,0,0,,None,494.1289215,0,6,NA,NA,NA,NA,NA,NA,492.571021065737,0.428978934262773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.1229354,18,27,12,2,0,0,1,0,CHONP,AminoSugar,494.1302118,-0.103205247,7,C18H27N2O12P,0.666666666666667,1.5,0.111111111111111,0.0555555555555556,2,492.572309924977,0.427690075023293,-0.111111111111111,63.4666666666667,0,0,7,-5,-8,CHNOP,Amino Sugar,Amino Sugar,Amino Sugar
493.1351536,23,26,12,0,0,0,0,0,CHO,Lignin,494.14243,-0.007565948,5,C23H26O12,0.521739130434783,1.1304347826087,0,0,NA,492.584514482025,0.41548551797456,-0.0869565217391308,62.7782608695652,0,0.294117647058824,11,-1,-1,CHO,Lignin,Lignin,Other
493.135668,24,30,7,0,0,2,0,0,CHOS,Lignin,494.1429444,0.708856126,6,C24H30O7S2,0.291666666666667,1.25,0,0,NA,492.585028307642,0.414971692358222,-0.5,74.55,0.0666666666666667,0.243243243243243,10,3,1,CHOS,Lignin,Lignin,Other
493.1521188,15,30,16,2,0,0,0,0,CHON,Other,494.1593952,0.278619553,6,C15H30N2O16,1.06666666666667,2,0.133333333333333,0,NA,492.601460738532,0.3985392614685,0.533333333333333,45.1,0,0,2,-14,-16,CHNO,Other,Carbohydrate,Other
493.1523964,15,30,16,2,0,0,0,0,CHON,Other,494.1596729,-0.283230962,8,C15H30N2O16,1.06666666666667,2,0.133333333333333,0,NA,492.601738028561,0.398261971439126,0.533333333333333,45.1,0,0,2,-14,-16,CHNO,Other,Carbohydrate,Other
493.171554,24,30,11,0,0,0,0,0,CHO,Lignin,494.1788305,-0.037847903,5,C24H30O11,0.458333333333333,1.25,0,0,NA,492.620874237014,0.379125762986405,-0.333333333333333,69.8,0,0.243243243243243,10,-1,-1,CHO,Lignin,Lignin,Other
493.1718682,24,30,11,0,0,0,0,0,CHO,Lignin,494.1791447,-0.673621967,4,C24H30O11,0.458333333333333,1.25,0,0,NA,492.621188086175,0.378811913824904,-0.333333333333333,69.8,0,0.243243243243243,10,-1,-1,CHO,Lignin,Lignin,Other
493.2074769,25,34,10,0,0,0,0,0,CHO,Lignin,494.2147533,0.898336515,4,C25H34O10,0.4,1.36,0,0,NA,492.656757025183,0.343242974817429,-0.56,76.26,0,0.2,9,-1,-1,CHO,Lignin,Lignin,Other
493.2080137,25,34,10,0,0,0,0,0,CHO,Lignin,494.2152902,-0.187940477,3,C25H34O10,0.4,1.36,0,0,NA,492.657293225787,0.342706774213127,-0.56,76.26,0,0.2,9,-1,-1,CHO,Lignin,Lignin,Other
493.2084452,26,38,5,0,0,2,0,0,CHOS,Lignin,494.2157216,0.696199172,6,C26H38O5S2,0.192307692307692,1.46153846153846,0,0,NA,492.65772424397,0.342275756029835,-0.923076923076923,86.6076923076923,0.0526315789473684,0.162790697674419,8,3,1,CHOS,Other,Lignin,Other
493.244123,26,38,9,0,0,0,0,0,CHO,Lignin,494.2513995,0.370989658,2,C26H38O9,0.346153846153846,1.46153846153846,0,0,NA,492.69336220582,0.306637794180119,-0.769230769230769,82.2230769230769,0,0.162790697674419,8,-1,-1,CHO,Protein,Lignin,Other
493.2444799,26,38,9,0,0,0,0,0,CHO,Lignin,494.2517564,-0.351139365,2,C26H38O9,0.346153846153846,1.46153846153846,0,0,NA,492.693718707302,0.306281292697861,-0.769230769230769,82.2230769230769,0,0.162790697674419,8,-1,-1,CHO,Protein,Lignin,Other
493.2697347,31,43,1,0,0,1,1,0,CHOSP,UnsatHC,494.2770111,0.42904684,3,C31H43OSP,0.032258064516129,1.38709677419355,0,0.032258064516129,0,492.718945307567,0.281054692433088,-1.41935483870968,100.751612903226,0.285714285714286,0.298245614035088,11,10,8,CHOSP,Other,Unsat Hydrocarbon,Lipid
493.4055654,0,0,0,0,0,0,0,0,,None,494.4128419,0,2,NA,NA,NA,NA,NA,NA,492.854624337794,0.14537566220622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.454353,32,63,1,0,0,0,1,0,CHOP,Lipid,494.4616295,0.047935949,1,C32H63OP,0.03125,1.96875,0,0.03125,0,492.903357461124,0.0966425388762104,-2.0625,119.08125,0,0.0163934426229508,2,1,0,CHOP,Lipid,Lipid,Lipid
493.4547997,0,0,0,0,0,0,0,0,,None,494.4620762,0,0,NA,NA,NA,NA,NA,NA,492.903803662335,0.0961963376653898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.4674651,0,0,0,0,0,0,0,0,,None,494.4747415,0,0,NA,NA,NA,NA,NA,NA,492.916454920036,0.0835450799641535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.4678969,0,0,0,0,0,0,0,0,,None,494.4751734,0,0,NA,NA,NA,NA,NA,NA,492.916886237884,0.0831137621159428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7526258,0,0,0,0,0,0,0,0,,None,494.7599023,0,0,NA,NA,NA,NA,NA,NA,493.201297207051,0.798702792949371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7530023,0,0,0,0,0,0,0,0,,None,494.7602787,0,0,NA,NA,NA,NA,NA,NA,493.201673286647,0.798326713352594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7589717,0,0,0,0,0,0,0,0,,None,494.7662482,0,0,NA,NA,NA,NA,NA,NA,493.207636021162,0.792363978837955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7674305,0,0,0,0,0,0,0,0,,None,494.7747069,0,0,NA,NA,NA,NA,NA,NA,493.21608537599,0.78391462400964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7679052,0,0,0,0,0,0,0,0,,None,494.7751817,0,0,NA,NA,NA,NA,NA,NA,493.216559545936,0.783440454063907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7728651,0,0,0,0,0,0,0,0,,None,494.7801415,0,0,NA,NA,NA,NA,NA,NA,493.221513907667,0.778486092332514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7733247,0,0,0,0,0,0,0,0,,None,494.7806011,0,1,NA,NA,NA,NA,NA,NA,493.221972994474,0.778027005525985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7737556,0,0,0,0,0,0,0,0,,None,494.7810321,0,0,NA,NA,NA,NA,NA,NA,493.222403413327,0.777596586672757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7741058,0,0,0,0,0,0,0,0,,None,494.7813823,0,0,NA,NA,NA,NA,NA,NA,493.222753222291,0.777246777709252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.779511,0,0,0,0,0,0,0,0,,None,494.7867875,0,0,NA,NA,NA,NA,NA,NA,493.228152386796,0.771847613203818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7799517,0,0,0,0,0,0,0,0,,None,494.7872281,0,0,NA,NA,NA,NA,NA,NA,493.228592594707,0.77140740529336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7803763,0,0,0,0,0,0,0,0,,None,494.7876527,0,0,NA,NA,NA,NA,NA,NA,493.229016720594,0.770983279405527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.784204,0,0,0,0,0,0,0,0,,None,494.7914805,0,0,NA,NA,NA,NA,NA,NA,493.23284014655,0.767159853449584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.784542,0,0,0,0,0,0,0,0,,None,494.7918184,0,1,NA,NA,NA,NA,NA,NA,493.233177769137,0.766822230863397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7900142,0,0,0,0,0,0,0,0,,None,494.7972907,0,0,NA,NA,NA,NA,NA,NA,493.238643858829,0.761356141170836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.7904979,0,0,0,0,0,0,0,0,,None,494.7977743,0,0,NA,NA,NA,NA,NA,NA,493.239127018725,0.760872981274531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.1194263,26,26,5,1,0,1,1,0,CHONSP,Lignin,495.1267028,0.459214214,6,C26H26NO5SP,0.192307692307692,1,0.0384615384615385,0.0384615384615385,1,493.567688134336,0.432311865664474,-0.615384615384615,77.8384615384615,0.388888888888889,0.463414634146341,15,10,7,CHNOSP,Other,Lignin,Phytochemical
494.1382169,27,30,2,1,0,2,1,0,CHONSP,UnsatHC,495.1454934,0.128706421,6,C27H30NO2S2P,0.0740740740740741,1.11111111111111,0.037037037037037,0.037037037037037,1,493.586457752584,0.413542247416331,-0.888888888888889,85.6333333333333,0.380952380952381,0.409090909090909,14,12,8,CHNOSP,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical
494.1387602,0,0,0,0,0,0,0,0,,None,495.1460366,0,4,NA,NA,NA,NA,NA,NA,493.58700044593,0.412999554069984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.1561189,27,30,4,1,0,1,1,0,CHONSP,Lignin,495.1633953,-0.160916331,6,C27H30NO4SP,0.148148148148148,1.11111111111111,0.037037037037037,0.037037037037037,1,493.604339763051,0.395660236949425,-0.814814814814815,83.5222222222222,0.35,0.409090909090909,14,10,7,CHNOSP,Unsat Hydrocarbon,Lignin,Phytochemical
494.1744929,28,34,1,1,0,2,1,0,CHONSP,UnsatHC,495.1817694,0.349776783,6,C28H34NOS2P,0.0357142857142857,1.21428571428571,0.0357142857142857,0.0357142857142857,1,493.622693246478,0.377306753521964,-1.07142857142857,90.8357142857143,0.347826086956522,0.361702127659574,13,12,8,CHNOSP,Other,Unsat Hydrocarbon,Phytochemical
494.2836376,0,0,0,0,0,0,0,0,,None,495.290914,0,3,NA,NA,NA,NA,NA,NA,493.731716074531,0.268283925469007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.283951,0,0,0,0,0,0,0,0,,None,495.2912275,0,1,NA,NA,NA,NA,NA,NA,493.732029124586,0.267970875414278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.2844425,29,41,2,3,0,1,0,0,CHONS,UnsatHC,495.291719,0.462871551,2,C29H41N3O2S,0.0689655172413793,1.41379310344828,0.103448275862069,0,NA,493.732520075772,0.267479924227587,-0.896551724137931,85.851724137931,0.217391304347826,0.25,11,9,5,CHNOS,Unsat Hydrocarbon,Unsat Hydrocarbon,Other
494.7424211,0,0,0,0,0,0,0,0,,None,495.7496976,0,0,NA,NA,NA,NA,NA,NA,494.189987292776,0.810012707223734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7512038,0,0,0,0,0,0,0,0,,None,495.7584803,0,0,NA,NA,NA,NA,NA,NA,494.198760185935,0.801239814065013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7516649,0,0,0,0,0,0,0,0,,None,495.7589414,0,0,NA,NA,NA,NA,NA,NA,494.199220771067,0.800779228933436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.752185,0,0,0,0,0,0,0,0,,None,495.7594615,0,0,NA,NA,NA,NA,NA,NA,494.199740290318,0.800259709681711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7548535,0,0,0,0,0,0,0,0,,None,495.76213,0,0,NA,NA,NA,NA,NA,NA,494.202405810647,0.797594189352594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7552582,0,0,0,0,0,0,0,0,,None,495.7625346,0,0,NA,NA,NA,NA,NA,NA,494.202810058756,0.797189941244255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7571091,0,0,0,0,0,0,0,0,,None,495.7643855,0,0,NA,NA,NA,NA,NA,NA,494.204658892024,0.795341107975787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7611292,0,0,0,0,0,0,0,0,,None,495.7684057,0,0,NA,NA,NA,NA,NA,NA,494.208674503145,0.791325496855279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7617843,0,0,0,0,0,0,0,0,,None,495.7690608,0,0,NA,NA,NA,NA,NA,NA,494.209328871654,0.790671128345878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7677783,0,0,0,0,0,0,0,0,,None,495.7750548,0,0,NA,NA,NA,NA,NA,NA,494.2153161787,0.784683821299836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7714578,0,0,0,0,0,0,0,0,,None,495.7787343,0,0,NA,NA,NA,NA,NA,NA,494.218991570138,0.781008429862368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494.7725192,0,0,0,0,0,0,0,0,,None,495.7797956,0,1,NA,NA,NA,NA,NA,NA,494.220051784969,0.779948215031084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
