OTU ID	ICR_10_pp1	ICR_10_pp2	ICR_10_pp3	ICR_4_pp1	ICR_5_pp1	ICR_6_pp1	ICR_6_pp2	ICR_6_pp3	ICR_7_pp1	ICR_7_pp2	ICR_7_pp3	ICR_8_pp1	ICR_8_pp2	ICR_8_pp3	ICR_9_pp2	ICR_9_pp3	River_at_ICR10	River_at_ICR2_1	River_at_ICR2_2	River_at_ICR3	River_at_ICR7	River_at_ICR8	River_at_ICR9	taxonomy
OTU_1	0	80	0	864	3	105	0	1327	184	0	450	0	0	0	0	125	227	1569	1294	36	101	0	141	"k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__LD12_freshwater_group,g__?,s__?"
OTU_10	0	17	5	180	3	29	0	450	67	0	123	0	0	0	0	26	37	503	470	7	10	0	37	"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Candidatus_Methylopumilus,s__?"
OTU_100	0	0	76	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	8	19	0	1	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__?,g__?,s__?"
OTU_1000	0	1	0	15	2	3	0	6	0	0	15	0	0	0	0	8	0	2	6	0	27	0	0	"k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__?"
OTU_1001	0	0	0	10	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	"k__Bacteria,p__Verrucomicrobia,c__OPB35_soil_group,o__?,f__?,g__?,s__?"
OTU_1002	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Parcubacteria,c__?,o__?,f__?,g__?,s__?"
OTU_1003	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"k__Bacteria,p__Ca._Dependentiae_(TM6),c__?,o__?,f__?,g__?,s__?"
OTU_1004	0	3	0	0	8	3	0	0	0	0	0	0	0	0	0	2	4	0	0	12	10	0	7	"k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_(Nitrospiraceae),s__?"
OTU_1005	0	0	4	0	7	4	0	0	0	0	0	0	0	0	0	2	2	0	0	5	4	0	1	"k__Bacteria,p__Elusimicrobia,c__Elusimicrobia_(class),o__Lineage_IIb,f__?,g__?,s__?"
OTU_1006	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Parcubacteria,c__?,o__?,f__?,g__?,s__?"
OTU_1007	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Archaea,p__Ca._Diapherotrites,c__?,o__?,f__?,g__?,s__?"
OTU_1008	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"k__Bacteria,p__?,c__?,o__?,f__?,g__?,s__?"
OTU_1009	0	14	0	0	21	16	0	2	0	0	0	0	0	0	0	37	15	0	1	34	7	0	23	"k__Bacteria,p__Ca._Latescibacteria_(WS3),c__?,o__?,f__?,g__?,s__?"
OTU_101	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Armatimonadetes,c__Armatimonadetes_Group_3,o__?,f__?,g__?,s__?"
OTU_1010	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Acidobacteria,c__?,o__?,f__?,g__?,s__?"
OTU_1011	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Caldithrix_phylum_incertae_sedis,c__Caldithrix_class_incertae_sedis,o__Caldithrix_order_incertae_sedis,f__Caldithrix_family_incertae_sedis,g__?,s__?"
OTU_1012	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Archaea,p__Ca._Woesearchaeota,c__Pacearchaeota,o__?,f__?,g__?,s__?"
OTU_1013	0	13	0	0	29	6	0	0	0	0	0	0	0	0	0	23	8	0	0	14	10	0	8	"k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__?"
OTU_1014	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Chloroflexi,c__?,o__?,f__?,g__?,s__?"
OTU_1015	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	"k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__?"
OTU_1016	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	9	2	0	0	1	2	0	4	"k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__?,g__?,s__?"
OTU_1017	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	"k__Bacteria,p__Acidobacteria,c__Acidobacteria_group_17,o__?,f__?,g__?,s__?"
OTU_1018	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	"k__Bacteria,p__?,c__?,o__?,f__?,g__?,s__?"
OTU_1019	0	0	0	3	28	1	0	1	1	0	1	0	0	0	0	3	0	10	4	0	0	0	1	"k__Bacteria,p__Ca._Omnitrophica_(OP3),c__Ca._Omnitrophus_class_incertae_sedis,o__Ca._Omnitrophus_order_incertae_sedis,f__Ca._Omnitrophus_family_incertae_sedis,g__Ca._Omnitrophus,s__?"
OTU_102	0	33	0	5	116	9	0	5	2	0	5	0	0	0	0	24	25	12	7	38	44	0	63	"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__TRA3-20,f__?,g__?,s__?"
OTU_1020	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ignavibacteriae,c__Ignavibacteria,o__Ignavibacteriales,f__BSV26,g__?,s__?"
OTU_1021	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Fibrobacteres,c__Chitinivibrionia,o__?,f__?,g__?,s__?"
OTU_1022	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Parcubacteria,c__Candidatus_Azambacteria,o__?,f__?,g__?,s__?"
OTU_1023	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	"k__Archaea,p__?,c__?,o__?,f__?,g__?,s__?"
OTU_1024	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Latescibacteria_(WS3),c__Ca._Latescibacter_class_incertae_sedis,o__Ca._Latescibacter_order_incertae_sedis,f__Ca._Latescibacter_family_incertae_sedis,g__Ca._Latescibacter,s__?"
OTU_1025	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ignavibacteriae,c__Ignavibacteria,o__Ignavibacteriales,f__BSV26,g__?,s__?"
OTU_1026	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Parcubacteria,c__?,o__?,f__?,g__?,s__?"
OTU_1027	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	6	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,s__?"
OTU_1028	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Chloroflexi,c__Chloroflexi_Subdivision_5_(SAR202),o__?,f__?,g__?,s__?"
OTU_1029	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	"k__Bacteria,p__?,c__?,o__?,f__?,g__?,s__?"
OTU_103	0	7	0	8	12	13	0	0	0	0	3	0	0	0	0	32	4	0	0	20	70	0	14	"k__Bacteria,p__Acidobacteria,c__Acidobacteria_clade_RB25,o__Acidobacteria_group_22,f__?,g__?,s__?"
OTU_1030	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__?,g__?,s__?"
OTU_1031	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Chloroflexi,c__?,o__?,f__?,g__?,s__?"
OTU_1032	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__?,c__?,o__?,f__?,g__?,s__?"
OTU_1033	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Gracilibacteria,c__?,o__?,f__?,g__?,s__?"
OTU_1034	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Acidobacteria,c__Acidobacteria_group_13,o__?,f__?,g__?,s__?"
OTU_1035	0	3	0	1	20	0	0	0	0	0	2	0	0	0	0	1	2	1	0	0	5	0	4	"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Sulfuritalea,s__?"
OTU_1036	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__?,c__?,o__?,f__?,g__?,s__?"
OTU_1037	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Parcubacteria,c__?,o__?,f__?,g__?,s__?"
OTU_1038	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Parcubacteria,c__?,o__?,f__?,g__?,s__?"
OTU_1039	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__?,s__?"
OTU_104	0	1	0	0	75	1	0	0	0	0	0	0	0	0	0	6	3	0	0	10	1	0	22	"k__Bacteria,p__Epsilonbacteraeota,c__Desulfurellia,o__Desulfurellales,f__H16,g__?,s__?"
OTU_1040	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__HTA4,f__?,g__?,s__?"
OTU_1041	0	0	0	1	0	7	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__?"
OTU_1042	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,g__?,s__?"
OTU_1043	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__?,g__?,s__?"
OTU_1044	0	0	0	5	0	37	0	3	0	0	9	0	0	0	0	2	0	2	0	1	4	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__?"
OTU_1045	0	0	0	17	0	10	0	6	0	0	12	0	0	0	0	0	0	3	1	1	0	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Cellvibrionaceae,g__Cellvibrio,s__?"
OTU_1046	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	"k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__?,s__?"
OTU_1047	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	4	0	0	0	5	2	0	3	"k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__B79,g__?,s__?"
OTU_1048	0	1	0	2	3	12	0	0	0	0	4	0	0	0	0	7	0	1	1	8	16	0	8	"k__Bacteria,p__Verrucomicrobia,c__OPB35_soil_group,o__?,f__?,g__?,s__?"
OTU_1049	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Dyadobacter,s__?"
OTU_105	0	1	1	1	0	91	0	0	0	0	0	0	0	0	0	12	0	0	0	18	0	0	5	"k__Bacteria,p__Verrucomicrobia,c__Spartobacteria,o__Chthoniobacterales,f__DA101_soil_group,g__?,s__?"
OTU_1050	0	0	0	1	0	0	0	9	1	0	0	0	0	0	0	0	0	10	4	0	0	0	0	"k__Bacteria,p__Epsilonbacteraeota,c__?,o__?,f__?,g__?,s__?"
OTU_1051	0	1	0	7	0	0	0	7	0	0	1	0	0	0	0	0	1	0	11	1	1	0	1	"k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__CL500-29_marine_group,s__?"
OTU_1052	0	0	0	3	0	1	0	11	0	0	2	0	0	0	0	1	1	5	0	0	4	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__?"
OTU_1053	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	"k__Eukaryota_(Mitochondrion),p__?,c__?,o__?,f__?,g__?,s__?"
OTU_1054	0	0	0	5	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__?,s__?"
OTU_1055	0	0	0	6	1	0	0	9	0	0	5	0	0	0	0	1	0	9	7	0	0	0	1	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__?"
OTU_1056	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	1	2	0	0	0	5	0	0	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Oligoflexales,f__Oligoflexaceae,g__Oligoflexus,s__?"
OTU_1057	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	1	0	0	2	0	0	"k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__NS11-12_marine_group,g__?,s__?"
OTU_1058	0	1	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__?"
OTU_1059	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	3	3	0	0	0	0	"k__?,p__?,c__?,o__?,f__?,g__?,s__?"
OTU_106	0	2	0	0	139	1	0	0	0	0	0	0	0	0	0	2	1	0	0	2	4	0	6	"k__Bacteria,p__Verrucomicrobia,c__OPB35_soil_group,o__?,f__?,g__?,s__?"
OTU_1060	0	0	0	1	2	0	0	0	1	0	8	0	0	0	0	0	0	1	0	0	0	0	1	"k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__?,s__?"
OTU_1061	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	"k__Eukaryota_(Mitochondrion),p__?,c__?,o__?,f__?,g__?,s__?"
OTU_1062	0	1	0	5	1	0	0	8	1	0	11	0	0	0	0	0	2	2	3	1	1	0	0	"k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__?,s__?"
OTU_1063	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__?"
OTU_1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	"k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__?,g__?,s__?"
OTU_1065	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0	13	0	0	0	2	0	0	2	"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__?,s__?"
OTU_1066	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	3	2	0	2	"k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,g__Opitutus,s__?"
OTU_1067	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	"k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes_(class),o__Gemmatimonadales,f__Gemmatimonadaceae,g__?,s__?"
OTU_1068	0	0	10	1	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	13	"k__Bacteria,p__Ca._Latescibacteria_(WS3),c__?,o__?,f__?,g__?,s__?"
OTU_1069	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	1	1	0	1	"k__Bacteria,p__Actinobacteria,c__Actinobacteria_(class),o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__?"
OTU_107	0	27	0	0	4	3	0	0	0	0	0	0	0	0	0	62	44	0	0	10	1	0	25	"k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__?,f__?,g__?,s__?"
OTU_1070	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	"k__Bacteria,p__Ca._Latescibacteria_(WS3),c__?,o__?,f__?,g__?,s__?"
OTU_1071	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	"k__Bacteria,p__Planctomycetes,c__Pla4_lineage,o__?,f__?,g__?,s__?"
OTU_1072	0	6	10	0	1	2	0	0	0	0	0	0	0	0	0	22	6	0	0	1	2	0	3	"k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__?,f__?,g__?,s__?"
OTU_1073	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	1	0	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,s__?"
OTU_1074	0	6	0	0	24	0	0	0	0	0	0	0	0	0	0	11	1	0	0	2	0	0	8	"k__Bacteria,p__NC10,c__?,o__?,f__?,g__?,s__?"
OTU_1075	0	0	0	1	9	22	0	0	0	0	0	0	0	0	0	36	1	0	0	6	1	0	22	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__?,f__?,g__?,s__?"
OTU_1076	0	16	0	0	7	4	0	0	0	0	0	0	0	0	0	27	9	0	0	12	8	0	9	"k__Bacteria,p__Chloroflexi,c__S085,o__?,f__?,g__?,s__?"
OTU_1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Parcubacteria,c__Candidatus_Moranbacteria,o__?,f__?,g__?,s__?"
OTU_1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	"k__Bacteria,p__Ca._Microgenomates_(OP11),c__Candidatus_Woesebacteria,o__?,f__?,g__?,s__?"
OTU_1079	0	0	0	2	0	8	0	0	0	0	2	0	0	0	0	17	2	0	2	0	2	0	0	"k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__?"
OTU_108	0	51	0	0	0	3	0	0	0	0	0	0	0	0	0	2	100	0	0	2	0	0	46	"k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_(Nitrospiraceae),s__?"
OTU_1080	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Deltaproteobacteria_Incertae_Sedis,f__Syntrophorhabdaceae,g__Syntrophorhabdus,s__?"
OTU_1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__?,g__?,s__?"
OTU_1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__?"
OTU_1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	"k__Bacteria,p__Verrucomicrobia,c__OPB35_soil_group,o__?,f__?,g__?,s__?"
OTU_1084	0	0	0	0	5	7	0	0	0	0	1	0	0	0	0	7	1	0	1	5	5	0	4	"k__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Planctomycetales,f__Planctomycetaceae,g__Pirellula,s__?"
OTU_1085	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	1	"k__Bacteria,p__Verrucomicrobia,c__OPB35_soil_group,o__?,f__?,g__?,s__?"
OTU_1086	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Solimonadaceae,g__Polycyclovorans,s__?"
OTU_1087	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	3	0	5	"k__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Planctomycetales,f__Planctomycetaceae,g__?,s__?"
OTU_1088	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__?,s__?"
OTU_1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__?,s__?"
OTU_109	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__?,f__?,g__?,s__?"
OTU_1090	0	3	0	0	3	6	0	0	0	0	0	0	0	0	0	16	3	0	0	11	2	0	15	"k__Bacteria,p__Verrucomicrobia,c__OPB35_soil_group,o__?,f__?,g__?,s__?"
OTU_1091	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Phaselicystidaceae,g__?,s__?"
OTU_1092	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	"k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__?,s__?"
OTU_1093	0	0	0	0	2	14	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	"k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__?"
OTU_1094	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	"k__Bacteria,p__Verrucomicrobia,c__OPB35_soil_group,o__?,f__?,g__?,s__?"
OTU_1095	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	"k__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__?,f__?,g__?,s__?"
OTU_1096	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	2	8	0	0	"k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Spongiibacteraceae,g__BD1-7_clade,s__?"
OTU_1097	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	6	6	0	0	4	4	0	0	"k__Bacteria,p__Acidobacteria,c__Blastocatellia_(Acidobacteria_group_4),o__Blastocatellales,f__Blastocatellaceae,g__?,s__?"
OTU_1098	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	3	0	0	"k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__cvE6,g__?,s__?"
OTU_1099	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__?,g__?,s__?"
OTU_11	0	52	0	195	1	27	0	317	43	0	77	0	0	0	0	37	142	288	395	7	24	0	64	"k__Bacteria,p__Actinobacteria,c__Actinobacteria_(class),o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__?"
OTU_110	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria,p__Chloroflexi,c__Chloroflexi_Subdivision_2,o__?,f__?,g__?,s__?"
OTU_1100	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	3	12	0	0	3	2	0	3	"k__Bacteria,p__Gemmatimonadetes,c__BD2-11_terrestrial_group,o__?,f__?,g__?,s__?"
OTU_1101	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	10	0	0	4	0	0	0	"k__Bacteria,p__Elusimicrobia,c__Elusimicrobia_(class),o__Lineage_IV,f__?,g__?,s__?"
OTU_1102	0	0	1	15	0	9	0	8	0	0	8	0	0	0	0	19	13	5	3	3	8	0	18	"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__?,s__?"
OTU_1103	0	10	0	2	3	3	0	8	1	0	1	0	0	0	0	10	28	0	0	9	7	0	9	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Oligoflexales,f__0319-6G20,g__?,s__?"
OTU_1104	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	"k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__cvE6,g__?,s__?"
OTU_1105	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__?,f__?,g__?,s__?"
OTU_1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	4	0	0	"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Oligoflexales,f__?,g__?,s__?"
OTU_1107	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	"k__Bacteria,p__Ca._Dependentiae_(TM6),c__?,o__?,f__?,g__?,s__?"
OTU_1108	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	"k__Bacteria,p__Armatimonadetes,c__Fimbriimonadia,o__Fimbriimonadales,f__?,g__?,s__?"
OTU_1109	0	0	0	78	0	1	0	14	4	0	121	0	0	0	0	2	0	21	8	5	13	0	0	"k__Eukaryota_(Chloroplast),p__?,c__?,o__?,f__?,g__?,s__?"
