,Stegen_ICR_5_pp1_Nov20_1_01_24960,Stegen_ICR_6_pp1_Nov20_1_01_24954,Stegen_ICR_6_pp2_Nov20_1_01_24949,Stegen_ICR_6_pp3_Nov20_1_01_24963,Stegen_ICR_7_pp1_Nov20_1_01_24969,Stegen_ICR_7_pp2_Nov20_1_01_24970,Stegen_ICR_7_pp3_Nov20_1_01_24952,Stegen_ICR_8_pp1_Nov20_1_01_24966,Stegen_ICR_8_pp2_Nov20_1_01_24959,Stegen_ICR_8_pp3_Nov20_1_01_24947,Stegen_ICR_9_pp1_Nov20_1_01_24951,Stegen_ICR_9_pp2_Nov20_1_01_24946,Stegen_ICR_9_pp3_Nov20_1_01_24955,Stegen_ICR_10_pp1_Nov20_1_01_24948,Stegen_ICR_10_pp2_Nov20_1_01_24965,Stegen_ICR_10_pp3_Nov20_1_01_24950,Stegen_River_at_ICR2p1_Nov20_1_01_24962,Stegen_River_at_ICR2p2_Nov20_1_01_24968,Stegen_River_at_ICR3_Nov20_1_01_24971,Stegen_River_at_ICR6_Nov20_1_01_24958,Stegen_River_at_ICR7_Nov20_1_01_24945,Stegen_River_at_ICR8_Nov20_1_01_24957,Stegen_River_at_ICR9_Nov20_1_01_24956,Stegen_River_at_ICR10_Nov20_1_01_24964,Stegen_ICR_1_pp1_Nov20_1_01_24967,Stegen_ICR_2_pp1_Nov20_1_01_24953,Stegen_ICR_3_pp1_Nov20_1_01_24944,Stegen_ICR_4_pp1_Nov20_1_01_24961
Stegen_River_at_ICR2p1_Nov20_1_01_24962,1.51823207497373,-1.20714844494405,0.410434981348524,-1.22126674241918,0.23054816508544,-0.290088944611963,0.803357308183842,2.14962549534314,-1.04234564923948,-0.231620069619608,1.88114002553631,-0.329341402104274,1.07752871940935,-0.507492218369958,0.0750736806105893,0.630931041442459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegen_River_at_ICR2p2_Nov20_1_01_24968,0.870036034036437,-0.276142016612273,-1.80098402634829,-1.60330134538537,-0.489095433655691,-1.5938806726883,1.1129124380448,-0.429042682274844,-2.21149514038602,-1.34022537381307,0.456317316759134,0.86723644788606,1.65195242953449,-1.25951419080158,-1.31620733196578,-0.126109724459268,-0.908351684109698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegen_River_at_ICR3_Nov20_1_01_24971,1.33937766657202,1.04470897285922,-1.19097239293751,-1.17248475075845,-0.307604851093097,-1.59644840915593,1.52667892490206,-0.0792144873072511,-2.32279142188174,-1.93646493294953,1.5523999339521,1.16036176192399,1.30540150103651,-1.82294677547547,-0.75820095746794,-0.4388338469986,-1.71763372917245,0.310117151137177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegen_River_at_ICR6_Nov20_1_01_24958,-0.468057710105047,-3.27905967852485,-0.489175806680624,-1.43734577234332,-1.18102830903064,-1.410783890708,-0.0176147989143175,-0.0933049681837305,-2.80177738794734,-2.70247719761684,-0.331877037080411,-0.313098918503289,-0.872244606707507,-0.993832999663556,-0.100601025081468,-0.688540897901093,-0.243641537551234,-0.877213781777223,-0.381872493658931,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegen_River_at_ICR7_Nov20_1_01_24945,0.336275783119661,-0.117243767036869,0.349175350356416,-1.51785795571573,-0.810042614680098,-0.985393250872073,-0.746986057836171,-0.422196123538952,0.444266950748925,-0.721366395026063,0.385377930680737,0.0490083544346638,-0.242411172319504,-0.17347295756911,-0.751377669263574,0.284826010783144,-0.104514549322407,-0.690681295157314,-0.955546870213196,-1.55316051428633,NA,NA,NA,NA,NA,NA,NA,NA
Stegen_River_at_ICR8_Nov20_1_01_24957,1.31815065439695,-1.65824829179004,0.424405198580656,-0.213939624523362,-0.248436603208475,-0.908141125977862,0.555602362166412,0.35698797630494,-1.51126087090466,-1.1620703672623,-1.09320919653518,-1.50936746178353,-1.47795980301188,-0.623300418488424,-0.458707865278471,-0.359659483059034,-0.828771534103862,-0.809953549696565,0.623371009408515,-1.66625667854398,0.43024343271469,NA,NA,NA,NA,NA,NA,NA
Stegen_River_at_ICR9_Nov20_1_01_24956,1.18162429349286,-1.73394250477453,-1.51202264742498,-0.810388564806301,-0.611449685702949,-1.19337422532566,-0.497295145070425,-0.656669518969401,-0.475000804086715,-1.43866496287568,-0.231858627140394,1.95375548116173,1.98887597104755,-0.880666754454608,1.20069030374044,-0.951748383993266,-2.30001298168185,-3.63201818223157,-1.53974063278737,-0.063085550263218,-0.391963502121108,-0.375865185985953,NA,NA,NA,NA,NA,NA
Stegen_River_at_ICR10_Nov20_1_01_24964,2.43430541338662,-3.42674780466196,1.34601626016509,-0.805715499073763,-1.26342089296114,-0.4099677057715,0.939156450333163,-1.10845317770447,-1.53173668368414,-1.82506368426161,0.757825195266366,0.060613718333917,-0.696960773313959,-1.49109558862543,-0.342998230873191,-1.20442318014321,-0.391322085665969,-0.470788360963152,-1.39302208627941,-1.43888433960805,0.115493394743585,-0.532232264955897,-1.61693388087799,NA,NA,NA,NA,NA
Stegen_ICR_1_pp1_Nov20_1_01_24967,-0.945412293619162,1.41447637570148,1.501592735301,0.549429674984077,0.960407087111202,0.534349144131384,-2.62458162657019,0.00693689625086664,-0.135554255451497,1.41864887378568,-0.0311911574679498,-0.548169583517442,2.17177989705114,1.92461660129871,3.38306983479235,4.45560223325685,0.607276182671475,1.0653615786717,1.08206869330071,-0.281128896215669,-2.40213178370375,2.6322120802548,1.0290618501985,2.63975551660313,NA,NA,NA,NA
Stegen_ICR_2_pp1_Nov20_1_01_24953,-3.10500080256986,0.330819131608604,-0.645131511122265,-0.240208136373841,-1.14555701652238,0.56681111736155,-1.87931167805824,-0.394842439196666,-0.698004213360071,-0.0691317462127235,0.195379057376105,-0.368360733103063,0.761368922779507,-0.139448016020283,2.05511041991316,1.69792308860702,-1.04331787752239,-0.851636168669953,1.37764854356968,-0.648181556534296,-0.574250056511999,1.4946276748104,0.319178092656711,1.15638268978743,-3.01061499668241,NA,NA,NA
Stegen_ICR_3_pp1_Nov20_1_01_24944,-2.37006688197146,0.768241375270085,1.72762595049644,0.691812926425834,-0.692208418172295,1.81462427456479,0.117012537851627,1.17758180626173,-0.583789143521687,1.40848189899847,-0.298993726969725,-0.785666833300922,0.756667550883821,-0.882249864543089,2.34951557980157,3.71614908380122,0.0877970156929468,0.869486073020191,1.06354619389156,0.219127763980212,-0.832935996802795,-0.733241111711249,1.20528471671212,2.13781267823544,-2.21122150470403,-2.21768105672992,NA,NA
Stegen_ICR_4_pp1_Nov20_1_01_24961,0.519703557888691,0.538333025078297,-0.0250353986404727,-1.79589280856592,-1.9086625105404,-0.582970524543994,0.446314931340055,1.30702226375177,-2.02983864443955,-2.17625519790631,0.568867582673492,-0.0225717801531397,1.05455395459844,0.187945801673249,-0.621361798072294,-0.0308773100678524,0.0492795406017514,0.333784428455394,0.658642942059822,-1.42455275975995,-1.10883286888911,-0.616572827110867,-1.36023231725321,0.354611939332866,0.834706053133695,0.420066060195316,0.781620038460678,NA
